sample_row_id,fixture_date,country,league_name,predicted_result,result,result_correct,result_confidence_score,strength_difference
68,2026-08-24,Colombia,Primera B,AWAY,AWAY,1,12.0,-1.0
69,2026-08-08,Germany,Regionalliga - Bayern,AWAY,DRAW,0,31.0,3.0
70,2026-08-20,World,UEFA Europa Conference League,AWAY,DRAW,0,35.0,-2.0
71,2026-08-08,Australia,Tasmania Northern Championship,AWAY,HOME,0,30.0,2.0
72,2026-08-22,China,Super League,AWAY,DRAW,0,24.0,-7.0
73,2026-07-31,World,Friendlies Clubs,AWAY,DRAW,0,20.0,-3.0
74,2026-08-07,Brazil,Paulista - U20,AWAY,DRAW,0,49.0,-8.0
75,2026-08-23,Estonia,Meistriliiga,AWAY,HOME,0,66.0,2.0
76,2026-07-20,Lithuania,A Lyga,AWAY,HOME,0,37.0,-1.0
77,2026-08-20,Qatar,Stars League,AWAY,HOME,0,31.0,2.0
78,2026-08-26,Czech-Republic,Cup,AWAY,AWAY,1,20.0,4.0
79,2026-09-05,USA,NWSL Women,AWAY,AWAY,1,36.0,1.0
80,2026-07-24,South-Korea,WK-League,AWAY,HOME,0,80.0,-3.0
81,2026-06-28,USA,USL League Two,AWAY,HOME,0,,-8.0
82,2026-08-15,Japan,J2 League,AWAY,AWAY,1,21.0,5.0
83,2026-08-02,Mexico,Liga MX,AWAY,AWAY,1,31.0,7.0
84,2026-08-02,World,Friendlies Clubs,AWAY,HOME,0,20.0,-4.0
85,2026-08-21,Lithuania,1 Lyga,AWAY,AWAY,1,65.0,2.0
86,2026-08-23,Poland,III Liga - Group 2,AWAY,DRAW,0,53.0,-1.0
87,2026-08-22,Ukraine,Cup,AWAY,AWAY,1,85.0,-8.0
88,2026-08-14,Kuwait,Division 1,AWAY,AWAY,1,0.0,3.0
89,2026-07-23,Brazil,Catarinense - 2,AWAY,DRAW,0,30.0,1.0
90,2026-08-22,Ecuador,Liga Pro,AWAY,AWAY,1,41.0,-4.0
91,2026-09-05,Brazil,Cearense - 3,AWAY,AWAY,1,55.0,-7.0
92,2026-08-08,Sweden,Division 2 - Norra Götaland,AWAY,HOME,0,74.0,7.0
93,2026-07-17,World,Friendlies Clubs,AWAY,HOME,0,84.0,-8.0
94,2026-07-11,Sweden,Allsvenskan,AWAY,HOME,0,45.0,-6.0
95,2026-08-15,Japan,J3 League,AWAY,HOME,0,36.0,-4.0
96,2026-08-22,Argentina,Primera B Metropolitana,AWAY,DRAW,0,56.0,-6.0
97,2026-09-06,Argentina,Liga Profesional Argentina,AWAY,HOME,0,6.0,-4.0
98,2026-08-16,USA,USL Championship,AWAY,HOME,0,66.0,-4.0
99,2026-08-20,World,UEFA Europa Conference League,AWAY,DRAW,0,20.0,-2.0
100,2026-09-06,Germany,U19 Bundesliga,AWAY,AWAY,1,19.0,8.0
101,2026-08-04,Uzbekistan,Pro League A,AWAY,AWAY,1,36.0,-5.0
102,2026-09-06,Mexico,Primera Premier,AWAY,DRAW,0,31.0,2.0
103,2026-07-20,Sweden,Allsvenskan,AWAY,DRAW,0,20.0,3.0
104,2026-08-17,World,AFC Women's Champions League,AWAY,HOME,0,62.0,-8.0
105,2026-07-25,Scotland,Football League - Lowland League,AWAY,DRAW,0,31.0,-2.0
106,2026-08-01,Switzerland,Swiss Super League,AWAY,AWAY,1,25.0,-7.0
107,2026-09-05,England,National League - South,AWAY,DRAW,0,25.0,-2.0
108,2026-08-01,China,League Two,AWAY,DRAW,0,0.0,1.0
109,2026-08-17,Greece,Cup,AWAY,AWAY,1,81.0,-4.0
110,2026-09-06,Italy,Serie C - Girone A,AWAY,AWAY,1,25.0,5.0
111,2026-08-08,Brazil,Brasileirão Serie C,AWAY,DRAW,0,31.0,-9.0
112,2026-08-01,Finland,Ykkönen,AWAY,HOME,0,39.0,-7.0
113,2026-07-31,India,Calcutta Premier Division,AWAY,HOME,0,84.0,-6.0
114,2026-08-21,Austria,Regionalliga - North,AWAY,DRAW,0,64.0,8.0
115,2026-07-21,China,FA Cup,AWAY,DRAW,0,39.0,-9.0
116,2026-07-25,South Korea,K4 League,AWAY,AWAY,1,60.0,-1.0
117,2026-08-14,Russia,Youth Championship,AWAY,AWAY,1,69.0,-8.0
118,2026-08-07,World,Friendlies Clubs,AWAY,DRAW,0,30.0,-5.0
119,2026-07-31,Denmark,3. Division,AWAY,DRAW,0,36.0,-5.0
120,2026-08-22,Georgia,Erovnuli Liga 2,AWAY,HOME,0,20.0,-4.0
121,2026-08-15,Russia,First League,AWAY,DRAW,0,12.0,4.0
122,2026-08-14,Scotland,League Cup,AWAY,HOME,0,35.0,0.0
123,2026-09-06,Uruguay,Segunda División,AWAY,AWAY,1,10.0,-6.0
124,2026-07-25,World,Friendlies Clubs,AWAY,HOME,0,26.0,-9.0
125,2026-08-15,Czech-Republic,4. liga - Divizie E,AWAY,DRAW,0,81.0,-1.0
126,2026-08-08,Romania,Liga II,AWAY,HOME,0,36.0,5.0
127,2026-09-14,Russia,Second League - Group 4,AWAY,AWAY,1,34.0,-4.0
128,2026-09-06,South-Korea,K4 League,AWAY,AWAY,1,28.0,6.0
129,2026-08-23,Denmark,1. Division,AWAY,DRAW,0,60.0,-2.0
130,2026-08-22,England,League One,AWAY,DRAW,0,39.0,7.0
131,2026-09-05,Germany,Frauen Bundesliga,AWAY,DRAW,0,17.0,-2.0
132,2026-08-21,Egypt,Second League,AWAY,HOME,0,8.0,-2.0
133,2026-09-05,Czech-Republic,4. liga - Divizie C,AWAY,DRAW,0,19.0,-6.0
134,2026-08-12,Romania,Cupa României,AWAY,AWAY,1,26.0,-1.0
135,2026-08-22,Germany,Regionalliga - SudWest,AWAY,AWAY,1,35.0,6.0
136,2026-07-28,World,Friendlies Clubs,AWAY,AWAY,1,69.0,-7.0
137,2026-08-01,Argentina,Primera B Metropolitana,AWAY,AWAY,1,80.0,-5.0
138,2026-09-05,Czech-Republic,1. Liga U19,AWAY,AWAY,1,15.0,-3.0
139,2026-08-01,Sweden,Ettan - Södra,AWAY,AWAY,1,34.0,-7.0
140,2026-08-23,South-Korea,K League 2,AWAY,HOME,0,30.0,3.0
141,2026-07-29,Israel,Toto Cup Ligat Al,AWAY,AWAY,1,31.0,-4.0
142,2026-08-08,Czech-Republic,4. liga - Divizie C,AWAY,DRAW,0,61.0,2.0
143,2026-08-01,Australia,South Australia State League 1,AWAY,AWAY,1,1.0,-8.0
144,2026-08-18,England,EFL Trophy,AWAY,HOME,0,25.0,7.0
145,2026-08-08,England,EFL Cup,AWAY,HOME,0,35.0,5.0
146,2026-08-23,Norway,NM Cupen,AWAY,HOME,0,85.0,-7.0
147,2026-09-06,USA,USL League One,AWAY,AWAY,1,14.0,0.0
148,2026-08-08,Germany,Regionalliga - SudWest,AWAY,HOME,0,61.0,2.0
149,2026-09-13,Panama,Liga Panameña de Fútbol,AWAY,HOME,0,16.0,-2.0
150,2026-06-22,Chile,Copa Chile,AWAY,DRAW,0,,-5.0
151,2026-08-16,Denmark,Superliga,AWAY,HOME,0,41.0,-2.0
152,2026-08-05,Argentina,Reserve League,AWAY,DRAW,0,5.0,-4.0
153,2026-08-22,England,Non League Premier - Southern Central,AWAY,DRAW,0,25.0,-6.0
154,2026-08-02,Switzerland,Swiss Super League,AWAY,AWAY,1,31.0,4.0
155,2026-08-07,Wales,FAW Championship,AWAY,HOME,0,60.0,4.0
156,2026-08-14,Austria,2. liga,AWAY,AWAY,1,23.0,-2.0
157,2026-08-15,Macedonia,Second League,AWAY,HOME,0,81.0,-2.0
158,2026-08-22,Czech-Republic,3. liga - CFL A,AWAY,AWAY,1,35.0,-7.0
159,2026-07-25,Poland,I Liga,AWAY,AWAY,1,17.0,-9.0
160,2026-08-08,Wales,FAW Championship,AWAY,AWAY,1,84.0,-9.0
161,2026-08-14,Germany,Oberliga - Rheinland-Pfalz / Saar,AWAY,HOME,0,35.0,6.0
162,2026-07-12,USA,USL League Two,AWAY,AWAY,1,41.0,-3.0
163,2026-07-21,World,Friendlies Clubs,AWAY,HOME,0,60.0,-2.0
164,2026-08-03,Ireland,First Division,AWAY,HOME,0,35.0,2.0
165,2026-09-06,Hungary,NB III - Northeast,AWAY,AWAY,1,55.0,-9.0
166,2026-07-25,World,Friendlies Clubs,AWAY,DRAW,0,33.0,19.0
167,2026-08-22,Finland,Kakkonen - Lohko B,AWAY,AWAY,1,82.0,-14.0
168,2026-08-06,Denmark,DBU Pokalen,AWAY,AWAY,1,78.0,-17.0
169,2026-07-02,Morocco,Botola Pro,AWAY,HOME,0,55.0,-18.0
170,2026-08-21,Ireland,First Division,AWAY,DRAW,0,63.0,11.0
171,2026-07-25,World,Friendlies Clubs,AWAY,DRAW,0,39.0,-10.0
172,2026-07-25,World,Friendlies Clubs,AWAY,AWAY,1,64.0,-10.0
173,2026-07-18,Australia,South Australia NPL,AWAY,HOME,0,100.0,-18.0
174,2026-08-21,Saudi-Arabia,Pro League,AWAY,AWAY,1,100.0,-18.0
175,2026-08-22,Germany,DFB Pokal,AWAY,AWAY,1,40.0,-13.0
176,2026-08-23,Czech-Republic,4. liga - Divizie C,AWAY,AWAY,1,73.0,-16.0
177,2026-09-05,Scotland,Championship,AWAY,AWAY,1,16.0,-10.0
178,2026-08-08,Scotland,Scottish Premiership,AWAY,HOME,0,32.0,-17.0
179,2026-08-02,Sweden,Division 2 - Södra Svealand,AWAY,HOME,0,34.0,-12.0
180,2026-09-05,Macedonia,Second League,AWAY,AWAY,1,38.0,-14.0
181,2026-08-15,Croatia,HNL,AWAY,HOME,0,64.0,-12.0
182,2026-08-14,Norway,Toppserien,AWAY,AWAY,1,72.0,-19.0
183,2026-08-02,Switzerland,1. Liga Promotion,AWAY,AWAY,1,93.0,-19.0
184,2026-08-23,Argentina,Primera Nacional,AWAY,HOME,0,19.0,-19.0
185,2026-08-25,England,Non League Premier - Northern,AWAY,DRAW,0,93.0,-18.0
186,2026-08-02,USA,USL League One,AWAY,HOME,0,72.0,-15.0
187,2026-08-16,Germany,U19 Bundesliga,AWAY,DRAW,0,78.0,-11.0
188,2026-08-18,Brazil,Brasileiro U17,AWAY,AWAY,1,57.0,-19.0
189,2026-08-14,Saudi-Arabia,Pro League,AWAY,HOME,0,73.0,-14.0
190,2026-09-06,Germany,Oberliga - Bremen,AWAY,AWAY,1,63.0,-13.0
191,2026-07-08,USA,USL League Two,AWAY,HOME,0,33.0,-11.0
192,2026-09-05,Northern-Ireland,Championship,AWAY,HOME,0,67.0,-17.0
193,2026-09-05,Czech-Republic,FNL,AWAY,AWAY,1,50.0,-13.0
194,2026-08-01,Poland,III Liga - Group 2,AWAY,DRAW,0,19.0,12.0
195,2026-09-05,Poland,III Liga - Group 1,AWAY,AWAY,1,55.0,-16.0
196,2026-08-08,England,EFL Cup,AWAY,DRAW,0,24.0,-13.0
197,2026-08-01,World,Friendlies Clubs,AWAY,AWAY,1,47.0,-14.0
198,2026-09-06,Slovakia,3. liga - East,AWAY,HOME,0,25.0,10.0
199,2026-08-13,Argentina,Reserve League,AWAY,DRAW,0,5.0,18.0
200,2026-08-18,Germany,Oberliga - Bayern Nord,AWAY,AWAY,1,39.0,10.0
201,2026-07-31,World,Friendlies Clubs,AWAY,DRAW,0,92.0,-19.0
202,2026-07-31,North America,Caribbean Club Shield,AWAY,HOME,0,43.0,-11.0
203,2026-09-06,Brazil,Serie B,AWAY,AWAY,1,33.0,-12.0
204,2026-09-05,Bosnia,1st League - FBiH,AWAY,HOME,0,55.0,10.0
205,2026-08-23,Brazil,Serie C,AWAY,HOME,0,34.0,-19.0
206,2026-08-09,Peru,Segunda División,AWAY,DRAW,0,77.0,-18.0
207,2026-08-22,Switzerland,1. Liga Classic - Group 3,AWAY,HOME,0,64.0,18.0
208,2026-07-17,USA,USL League Two,AWAY,HOME,0,98.0,-11.0
209,2026-08-15,Sweden,Division 2 - Norra Götaland,AWAY,DRAW,0,82.0,-12.0
210,2026-08-02,South Korea,K League 2,AWAY,DRAW,0,22.0,10.0
211,2026-08-07,Australia,South Australia State League 1,AWAY,HOME,0,0.0,14.0
212,2026-08-15,Norway,3. Division - Girone 4,AWAY,AWAY,1,84.0,-10.0
213,2026-08-26,Egypt,Premier League,AWAY,DRAW,0,45.0,-13.0
214,2026-08-06,World,Friendlies Clubs,AWAY,AWAY,1,69.0,-10.0
215,2026-08-22,India,Calcutta Premier Division,AWAY,AWAY,1,77.0,-19.0
216,2026-07-05,Canada,Canadian Premier League,AWAY,AWAY,1,56.0,-16.0
217,2026-07-02,Bhutan,Premier League,AWAY,HOME,0,9.0,-10.0
218,2026-08-09,Germany,3. Liga,AWAY,HOME,0,93.0,-14.0
219,2026-08-15,Belarus,1. Division,AWAY,HOME,0,77.0,-15.0
220,2026-08-15,Australia,New South Wales NPL,AWAY,AWAY,1,40.0,10.0
221,2026-08-16,South-Korea,K League 1,AWAY,AWAY,1,34.0,-19.0
222,2026-09-06,Germany,Oberliga - Niedersachsen,AWAY,HOME,0,27.0,-17.0
223,2026-08-02,Uruguay,Segunda División,AWAY,HOME,0,32.0,-17.0
224,2026-09-05,China,League One,AWAY,DRAW,0,32.0,-17.0
225,2026-08-01,Sweden,Division 2 - Norrland,AWAY,AWAY,1,72.0,-16.0
226,2026-07-11,Scotland,Scottish League Cup,AWAY,HOME,0,35.0,-16.0
227,2026-07-21,World,Friendlies Clubs,AWAY,HOME,0,77.0,-11.0
228,2026-07-24,Belarus,1. Division,AWAY,HOME,0,77.0,-12.0
229,2026-08-05,Romania,Cupa României,AWAY,DRAW,0,42.0,11.0
230,2026-07-18,World,Friendlies Clubs,AWAY,AWAY,1,72.0,-16.0
231,2026-08-16,Germany,Regionalliga - Nord,AWAY,AWAY,1,73.0,-11.0
232,2026-08-09,Belarus,1. Division,AWAY,HOME,0,72.0,-12.0
233,2026-08-01,Germany,Oberliga - Rheinland-Pfalz / Saar,AWAY,AWAY,1,64.0,12.0
234,2026-07-08,World,International Friendlies,AWAY,HOME,0,14.0,17.0
235,2026-09-06,Germany,Oberliga - Baden-Württemberg,AWAY,AWAY,1,34.0,10.0
236,2026-08-07,Sweden,Division 2 - Västra Götaland,AWAY,AWAY,1,72.0,-15.0
237,2026-07-26,China,Chinese Super League,AWAY,DRAW,0,33.0,16.0
238,2026-07-30,Brazil,Goiano - 2,AWAY,HOME,0,25.0,-10.0
239,2026-08-25,Slovakia,Cup,AWAY,AWAY,1,93.0,-16.0
240,2026-08-14,Denmark,Superliga,AWAY,HOME,0,42.0,-12.0
241,2026-08-23,England,Premier League 2 Division One,AWAY,HOME,0,73.0,-11.0
242,2026-08-16,Germany,3. Liga,AWAY,AWAY,1,65.0,-10.0
243,2026-07-21,World,Friendlies Clubs,AWAY,AWAY,1,19.0,-11.0
244,2026-07-31,Germany,Regionalliga - Bayern,AWAY,HOME,0,93.0,-15.0
245,2026-07-18,World,Friendlies Clubs,AWAY,AWAY,1,63.0,16.0
246,2026-08-23,Azerbaijan,Premyer Liqa,AWAY,HOME,0,58.0,-16.0
247,2026-08-01,Scotland,Football League - Highland League,AWAY,AWAY,1,73.0,-11.0
248,2026-08-01,Belarus,1. Division,AWAY,HOME,0,69.0,-10.0
249,2026-09-06,Sweden,Allsvenskan,AWAY,DRAW,0,41.0,-14.0
250,2026-08-22,Czech-Republic,1. Liga Women,AWAY,HOME,0,78.0,-16.0
251,2026-08-23,Sweden,Superettan,AWAY,DRAW,0,72.0,-13.0
252,2026-07-25,Norway,3. Division - Girone 2,AWAY,HOME,0,63.0,15.0
253,2026-07-22,World,Friendlies Clubs,AWAY,HOME,0,92.0,-12.0
254,2026-07-25,South Korea,K League 2,AWAY,AWAY,1,38.0,13.0
255,2026-08-16,Wales,FAW Championship,AWAY,AWAY,1,42.0,-16.0
256,2026-08-11,England,Non League Premier - Isthmian,AWAY,HOME,0,19.0,11.0
257,2026-08-07,Czech-Republic,3. liga - MSFL,AWAY,AWAY,1,48.0,-18.0
258,2026-07-24,Austria,Cup,AWAY,AWAY,1,73.0,-16.0
259,2026-08-08,Czech-Republic,4. liga - Divizie B,AWAY,HOME,0,48.0,-14.0
260,2026-09-06,Spain,Tercera División RFEF - Group 9,AWAY,DRAW,0,22.0,15.0
261,2026-08-22,Lesotho,Premier League,AWAY,HOME,0,18.0,-17.0
262,2026-08-23,China,League Two,AWAY,HOME,0,49.0,-13.0
263,2026-08-09,Kazakhstan,Premier League,AWAY,HOME,0,44.0,-10.0
264,2026-08-16,Croatia,HNL,AWAY,AWAY,1,47.0,-12.0
265,2026-08-16,Hungary,NB III - Northeast,AWAY,HOME,0,10.0,-10.0
266,2026-08-09,Argentina,Torneo Promocional Amateur,AWAY,AWAY,1,77.0,-17.0
267,2026-08-09,USA,NWSL Women,AWAY,AWAY,1,38.0,-13.0
268,2026-07-04,Chile,Copa Chile,AWAY,DRAW,0,53.0,-18.0
269,2026-07-22,South Korea,K-League 1,AWAY,DRAW,0,64.0,-19.0
270,2026-08-08,Latvia,1. Liga,AWAY,AWAY,1,92.0,-12.0
271,2026-07-05,Australia,New South Wales NPL,AWAY,HOME,0,69.0,18.0
272,2026-09-06,Italy,Serie D - Girone C,AWAY,DRAW,0,14.0,12.0
273,2026-08-15,Switzerland,1. Liga Classic - Group 2,AWAY,HOME,0,33.0,-11.0
274,2026-07-31,Austria,Regionalliga - South,AWAY,DRAW,0,21.0,13.0
275,2026-08-23,Ukraine,Cup,AWAY,AWAY,1,93.0,-16.0
276,2026-07-31,Latvia,1. Liga,AWAY,AWAY,1,39.0,-10.0
277,2026-07-31,Germany,Regionalliga - Nordost,AWAY,HOME,0,40.0,-10.0
278,2026-08-01,Denmark,Kvindeliga,AWAY,HOME,0,44.0,11.0
279,2026-07-28,World,Friendlies Clubs,AWAY,HOME,0,42.0,-17.0
280,2026-07-04,USA,USL League Two,AWAY,DRAW,0,32.0,-12.0
281,2026-07-31,Uzbekistan,Pro League A,AWAY,AWAY,1,73.0,-17.0
282,2026-08-09,Denmark,Danish Superliga,AWAY,HOME,0,56.0,-14.0
283,2026-08-22,Australia,New South Wales NPL 2,AWAY,AWAY,1,92.0,-18.0
284,2026-08-03,Bulgaria,First Professional League,AWAY,HOME,0,78.0,-14.0
285,2026-08-04,Germany,Oberliga - Schleswig-Holstein,AWAY,HOME,0,78.0,-17.0
286,2026-07-16,Europe,Conference League,AWAY,AWAY,1,69.0,-10.0
287,2026-07-09,Zimbabwe,Premier Soccer League,AWAY,AWAY,1,77.0,-16.0
288,2026-08-16,South-Korea,K League 2,AWAY,DRAW,0,64.0,10.0
289,2026-08-12,Estonia,Cup,AWAY,AWAY,1,92.0,-19.0
290,2026-09-06,Moldova,Super Liga,AWAY,AWAY,1,66.0,-14.0
291,2026-09-06,Canada,Northern Super League,AWAY,DRAW,0,33.0,11.0
292,2026-08-02,Poland,I Liga,AWAY,DRAW,0,42.0,-20.0
293,2026-07-31,Poland,III Liga - Group 1,AWAY,AWAY,1,73.0,-20.0
294,2026-08-09,Netherlands,Eredivisie,AWAY,AWAY,1,43.0,-26.0
295,2026-06-29,USA,MLS Next Pro,AWAY,DRAW,0,,-20.0
296,2026-07-26,Brazil,Paranaense - 3,AWAY,AWAY,1,78.0,-20.0
297,2026-08-01,Lithuania,1 Lyga,AWAY,HOME,0,19.0,-20.0
298,2026-07-10,Australia,Victoria NPL,AWAY,AWAY,1,77.0,-23.0
299,2026-08-01,Australia,Tasmania NPL,AWAY,HOME,0,42.0,-25.0
300,2026-08-04,Denmark,DBU Pokalen,AWAY,AWAY,1,78.0,-26.0
301,2026-07-31,Austria,Regionalliga - West,AWAY,HOME,0,78.0,-21.0
302,2026-07-26,Brazil,Mineiro - 2,AWAY,DRAW,0,57.0,-20.0
303,2026-08-08,Norway,2. Division - Group 1,AWAY,AWAY,1,57.0,-27.0
304,2026-07-23,Estonia,Cup,AWAY,AWAY,1,98.0,-29.0
305,2026-08-17,World,AFC Women's Champions League,AWAY,HOME,0,70.0,-27.0
306,2026-08-12,Czech-Republic,Cup,AWAY,HOME,0,92.0,-20.0
307,2026-09-13,South-Africa,Super League Women,AWAY,HOME,0,72.0,-23.0
308,2026-08-04,Brazil,Brasileiro U17,AWAY,AWAY,1,72.0,-26.0
309,2026-07-25,World,Friendlies Clubs,AWAY,AWAY,1,72.0,-25.0
310,2026-09-05,Belgium,Second Amateur Division - VFV A,AWAY,AWAY,1,67.0,-20.0
311,2026-07-25,Uzbekistan,Pro League A,AWAY,HOME,0,33.0,-29.0
312,2026-08-21,Qatar,Stars League,AWAY,DRAW,0,19.0,20.0
313,2026-09-06,Germany,Frauen Bundesliga,AWAY,DRAW,0,67.0,-26.0
314,2026-08-05,Hungary,NB III - Northwest,AWAY,HOME,0,78.0,-22.0
315,2026-08-14,Germany,Oberliga - Bayern Nord,AWAY,AWAY,1,77.0,-27.0
316,2026-08-05,Poland,Cup,AWAY,HOME,0,33.0,-24.0
317,2026-08-19,Slovakia,Cup,AWAY,AWAY,1,73.0,-29.0
318,2026-07-25,Belarus,Coppa,AWAY,DRAW,0,58.0,20.0
319,2026-09-05,Sweden,Division 2 - Norra Svealand,AWAY,AWAY,1,41.0,-20.0
320,2026-08-02,Russia,Second League - Group 4,AWAY,DRAW,0,87.0,-23.0
321,2026-07-24,Macedonia,First League,AWAY,HOME,0,78.0,-23.0
322,2026-08-16,Czech-Republic,FNL,AWAY,AWAY,1,61.0,-29.0
323,2026-08-26,Czech-Republic,Cup,AWAY,AWAY,1,72.0,-23.0
324,2026-08-01,Poland,III Liga - Group 2,AWAY,DRAW,0,93.0,-22.0
325,2026-09-05,France,Feminine Division 1,AWAY,AWAY,1,57.0,-23.0
326,2026-08-23,Sweden,Division 2 - Södra Svealand,AWAY,AWAY,1,87.0,-21.0
327,2026-07-26,Belarus,1. Division,AWAY,AWAY,1,72.0,-25.0
328,2026-09-05,Romania,Liga 1 Feminin,AWAY,AWAY,1,18.0,-24.0
329,2026-07-04,USA,MLS Next Pro,AWAY,HOME,0,77.0,-27.0
330,2026-09-06,Chile,Primera División,AWAY,DRAW,0,76.0,-27.0
331,2026-08-15,Sweden,Elitettan,AWAY,AWAY,1,23.0,-25.0
